,ratings,reviews
1555,2,"Auto modelista is a huge let down as far as racing sims go with only one saving grace. The thing that matters the most in a videogame is the core gameplay, length, and replay value, and auto modelista falls flat on its face in all three categories.
First of all the core gameplay. The game has very short, unmemorable tracks, which is really a shame because the graphics are excellent. The cars drive terribly, powerslide around every turn. As for the car selection, the game consists mostly of uninspired import cars, and the occasional viper or corvette.
As for the length of this game, it took me roughly 3 hours to beat, which is laughable compared to the 35 hours i have on final fantasy 10, and im still nto even close to done! The longest race is 4 or 5 laps long across a tin race course, really the load times took more than the race time most of the time.
As for the replay value, once you beat the game, your done, might as well use this game for kindling in your fire place. Yes, it does feature online game play, but  it is terribly uninspired, and just as boring and brief as the offline expierience.
So what is the one saving grace of this game? The pretty graphics of course! Through all of the flaws the light of graphics does gleam through on this not so shiny gem. Customizing your car is extremely entertaining, and finding all the perfect tones of paint for your car. There is also a wide array of stickers, and a custom sticker maker. The down side of the sticker maker is that it is no where near user friendly, and a tutorial would have been VERY helpful.
In conclusion your money is much better spent elsewhere. This is the kind of title that comes out terrible, then the sequel unexpectedly blows you away, so lets just keep our fingers crossed that if there is an aut modelista 2, they completely overhaul the terrible controls and make the races MUCH longer!"
1556,2,"We've gone through two of these, within 2 years, same problem, sholder buttons not working.  Anyway, we were going to return this and get a new one, it was then I realized that the metllic was on clearance and no other ds lite was, this leads me to believe that all ds metallics are defective.  I had a Onyx ds lite and it held up for 3 years of beatings.  The ds metallic can't stand 1 year."
1557,2,"I played this many years ago (2002) when it was first released and got stuck about midway thru the game on a mission where I kept getting mowed down by a machine game nest in an alley. I got tired of repeating that level over and over ad nauseam and I stopped playing.

Last week (2015), looking for some single-player FPS action on my trusty old PS2, I decided to revisit this game on NORMAL difficulty. The controls are completely wonky. NO sensitivity settings? WTH? The character moves way too slowly when moving and aiming. Now I know why I put it down many years ago.

EXAMPLE: Early in the game, my character was trapped in a corner with absolutely no escape. Maybe I can jump? Nope. Move left, right, forward, backward? Nope. I'm stuck. Hard. I had to reset the level. In the submarine mission, I was continually spraying the same narrow corridor with a German MP40 submachine gun and I had to unload 2 clips just to kill 5 Nazis. Gee, I had no idea machine guns were so bloody ineffective on enemy soldiers at close-range. LOL. I kept getting mowed down over and over again by the same 5 Nazis with no escape and no defilade while my character slowly reloaded his heavy duty NERF gun. Hurry up, grandpa! I made it thru at least 4 times with only a drop of life left, only to be mowed down again in another narrow corridor farther on up the road by another 5 Nazis with still no defilade and no effective close-range weapon. By the 5th and 6th try my character's view snapped up at the ceiling and started to spin around and around and around while those dirty Kraut sailors annihilated me. Stuck again? Staring up at the ceiling? WTH? NOT ONCE, BUT TWICE! I guess the generals forgot to supply me with some Dramamine before I got on this crazy U-boat. LOL. Forget it. Who's got the time when I could be playing something fun. This game is an exercise in futility. Shameful beta testing.

I had no problem beating MOH 1 & 2 on the old PS1 and had a great time playing those games. But, this franchise was ruined when they made this wonky MESS the 3rd game in the MOH platform series. Unless you're a glutton for punishment stay far far away. If you have to play it, set it on EASY. That's what I'm doing now just to rip thru it and see what the rest of it looks like. (ARGH! I just shot Wernher von Braun with the sniper rifle 3 times in the head and he won't go down. He's still scribbling rocket fuel formulas on his little pad. I guess the generals gave me blanks because they want to use him at the end of the war. lol. PAINFUL.)

They say that WAR is HELL, but this game is like being stuck in PURGATORY!

It gets 2 stars for the level design, weapons choice, weapons sound effects, soundtrack, and the dying Nazi animations. Everything else about this game is just plain awful.

If you need a break from all the multiplayer FPSs on the newer platforms and you're looking for a great old single-player FPS experience for your good old PS2, get BLACK (superior) or KILLZONE (great). Those games ROCK!

This game SUCKS a Nazi Potato Masher!"
1558,2,"Having heard all of the bashings on RTS games for consoles, I was not expecting much.  However, this game was impossible to play.  I plowed through a dozen missions just because 1) I like Tim Curry and 2) there was a lot of cleavage in the cut scenes.  Unfortunately, the novelty soon wore off and I plan on never ever playing this game again."
1559,2,"Some flaws and bad graphics for a $29.99 game when it should be in the $15 to $20 range. With owning the PS4 system, I expect the graphics and game play to be flawless, or as close to it as possible. I think the porting from the PC version to the next gen systems was a bad idea. The decent 2D choppy graphics weren't very good, the zombies weren't very good, and having the game lag a few seconds, whether you are playing online or not is unacceptable for me. I understand when I play online, that I do expect a delay once in awhile. And the movement went slow, I wasn't able to run, or even walk fast. Plus your choice of people to play as wasn't good either. Same type of person, just different clothing. I do love the fact that the game was more involved, by building things and your house, but I just couldn't get over everything else. So off to the store I went to return it.
At least with the older Resident Evil games, they have much better graphics, and you can get them at a more reasonable price."
1560,2,"Looks great and all but I have a few issues with this keyboard.
1.  The lights shut off after a period of non-use... which is fine if my pc was running on batteries... but the problem with this is when you go to type something again, you can't see the keyboard letters.  you have to hit a key for it to light up again.  When it's not lit, you can't make out ANY letters or numbers or anything... they are just all black.  Why is that a good idea when a pc doesn't run on batteries?
2.  The macro keys do not record mouse movements or anything like that.  It will only record key presses on the keyboard.
3.  No instructions for setting up the mail shortcut button.  It just simply opens the browser... like the Home key.  So whats the point?
4.  Enter key is too narrow...  I keep hitting the slash key.
5.  this is the first keyboard i ever owned that had the function key on the right side instead of the left.... so that is confusing.
6.  All the macro keys are on the left.  So Im constantly hitting them when meaning to hit shift, Ctrl, Tab, Esc, Etc.
7.  No point in even having the legs that flip out under the back since it only raises the keybord by about a half a centimeter.
8.  Some of the keys don't light up as well as the others ...so the minute you get it, it looks like you've done been using it for a year... cause it kind of resembles having faded key letters and numbers in some areas.

Some Pros to mention
1.  Nice to be able to switch the lights so that they are steady on one color or fade between all of them.  Plus the option to have it change colors can be where they fade from one color to the next or just changes quickly from one to the next.
2.  Ya... can't really think of anything else.  Exept maybe that it works.  What else can I say?"
1561,2,"This game is not good, it was OK. The biggest complain is that it Froze my brand new PS3 three times the same afternoon :("
1562,2,I like the ocasinal shooter game. Halo 2 is one shooter game for me is not fun. I didn't enjoy this game as much as I would of. The graphics are amazing but the controls were too hard. If you like the first halo get this game. But I'll get Day of Reckoning.
1563,2,its kind of a weak story line.  game-play is more awful than than the new duke nukem ... its not a free roam fps game like halo.
1564,2,This game is not for me
1565,2,"... when they realize they shelled out ($) for a game they finish in about 7 or 8 hours. Good graphics (not AWESOME... just good), but the controls can be tricky. You can complete it in the span of a 5-night rental at Blockbuster."
1566,2,"It holds vita games so you don't have to...with your hands. Get it?

Pros:
Conversation Piece
Plays Netflix if you haven't bought a device since 2006

Cons:
Vita with no screen
Vita with no accelerometer
Vita with no memory card
Vita with no controller
Vita with no full Vita library
Takes up an HDMI port better used on anything else"
1567,2,My wife and I didn't like it.
1568,2,If you pick Tiger in the game against others. He's got the advantage over other players. which isn't fair.
1569,2,On a rail the whole time.  Poor AI. Gets very boring quickly.  Not sure if I can force myself to finish.
1570,2,"As a child I LOVED these games. King's quest 7 is my favorite which is why I bought this. However, make sure your computer is compatible because I have spent the last 2 hours trying everything I can to get the games to work with no luck. I will change this review if I ever get the game to work.

UPDATE: Hours later I have even managed to get my hands on Window 98. Still no luck."
1571,2,"What is the purpose of making a keyboard even louder than cherry mx blue and harder to press?  It's tactile, meaning you don't have to press all the way to the bottom, but because it has almost double the required force of something like browns or romer-gs, you are going to be bottoming these things out and causing so much sound you won't be able to think straight without headphones. WTF is the point?  Luckily I got mine for 25 bucks at walmart and am ordering some o rings, but seriously is this for droolers who have to bang every key already... with hearing problems?"
1572,2,Lack of story mode and a campaign that walks you through the game really made me drop this game after 45 minutes. Needed an introduction like Borderlands had.
1573,2,The game I got skips and has very little gameplay. I would look around for something else if you are deciding on a new game.
1574,2,"Never having played the original Two Worlds, and seeing the rather virulent hatred or defense of this, I figured I had to give this a stab. I expected a Oblivion-esque free world RPG setup, which is essentially what it is. However, development and display is where this totally trips over its own two feet, and its a real shame.

Graphics are rather nice. I keep hearing comparison to Ps2 graphics,and while its true that the polish is not up to current spec, it makes up in depth what it lacks in detail. Creatures are almost WYSIWYG, very difficult to do if you're planning on making eq drops nearly random. However, there are so many clipping and coloring errors that its hard to go more than a few minutes without encountering some.

Audio is almost rather decent. Your character needs to lighten up a little, as he sounds nearly robotic with some of his delivery, as if he's expecting to strangle you and your little dog too during every conversation

Control and HUD display is where this starts to be completely crippled. Setting up your controls is painful and while quite a few controls are actually rather well put together (same button controls crawl and sprint, for instance) others are extremely ham handed. Targeting is a struggle, and certain item classes are bizzarely handled for how they appear in the inventory. It almost looked like they were trying to go for a Demon's Souls control scheme, which would've worked beautifully had they used it.

Story and characters are where this starts to die. In the opening sequence, Enemy General fights Friendly General, and beats him. And rather than kill him, cripple him, or even wound him, he spouts off an Evil Overlord quip and turns away, allowing Friendly General to kill him. I actually had to turn off the game and restart it, as my brain refused to believe something so trite and dated could happen in a game that otherwise appeared to take itself seriously. And while the advancement scheme is at least somewhat original, its so poorly executed that its a struggle to find your way through the maze of skill advancements.

Characters at least seem interesting, but the conversation scheme is bizzare it its setup, as you only have two dialogue choices, which 4 or more relevant options. Some characters have outfits so hackneyed and overdone that they're completely ridiculous, and its a struggle to interact with.

Further hurting chances are the absolute deluge of glitches. Graphical, audio, handling, and freezes abound.

Overall, this had some serious promise, completely obliterated by aspects of the delivery that totally ruin suspension of disbelief, as well as the feel that you're playing in an epic. A major overhaul of certain scenes and interface could change this from 2 stars to 4.5, but without a serious polishing, this is clearly still a beta game. Truly, a shame."
1575,2,worked for about a month and battery died. gave cable to family member who had an xbox so i guess it all worked out.
1576,2,"I had very high hopes for this game and went out to buy it as soon as it came out.  Now that I've been ""playing"" it I have some major gripes...

This game is beyond what I would call linear, you are confined to a set path, unlike KOTOR where you ran around zones, here you run down paths.  Dreadful.

Combat looks stupid.  All the fights seem predetermined.  When you enter combat a large loud annoying ""start of combat"" screen pops up.  You decide your attack, you execute your attack, then you run back to where you were to stand like an idiot waiting on the enemy to attack you.  I just can't get over how bad that looks.

What it boils down to is that there is little to no exploration and all the game is is a series of battles you run too.  Rent this thing if you have to play it."
1577,2,"unplayable at this time, I would give the gave 4 stars if it was playable and with time they will fix it(i hope) but for now its a 2 start game at best.
stutters, glitches, booting issues, unable to log on to server, all the standard mmo start up issues in spades."
1578,2,I bought this for retro gaming. I don't think the gameplay holds up.
1579,2,"I've always loved the Resident Evil series, but this game just fell flat.  It was an uninspired game.  It just didn't have what made the others great.  It was rather boring and the play control was a bit clunky."
1580,2,no comment
1581,2,Shoot everything. Collect the loot. Repeat. There might be a story but I was too bored to keep playing past a couple hours.
1582,2,"This controller fits like a glove...a really tight one.  I am 16, and this thing is so small my thumbs overlap two or three buttons at the same time!  The Z trigger is in a worthless spot, and it's not easy to use at all (Which means whenever they will make you use the trigger there will be all heck to pay)!  The analog is in the right place this time (Thank god), but what's with the C analog?  Why can't I just use the the L and R triggers to move the camra!?!  Plus why can't I push the A button?  I swear.  Regardless how big that button is I can't use it right to save my life (And when playing a video game, that could be a bad thing)!
Don't even ask me what we'll ever need the D-Pad for, I don't know!  However this is a cool color though, so I gusse that count's for something!  Otherwise I don't recomend!  Nintendo has has a bad reputation with making bad controllers (N64 anyone?), and this one is no different!"
1583,2,Only had a few months and my 6 year old already broke it. 3ds games are hard to get in and out.
1584,2,"Best graphics of any PS4 game, hands down.  The game itself? It's a disappointment.  Online only, no campaign.  Do yourself a favor, just play the old battlefront on PS2; far better game."
1585,2,"This product is unreliable third-party hardware. I suggest you buy the official Nintendo Expansion Pak that will NOT ruin your N64 like the one on this page is said to do. If you value the life of your console and games, use the official Pak and not the generic hardware advertised on this page. Most people won't notice by looking at the picture, but the official Nintendo Pak has a circle pattern in the red top portion unlike the parallel slits in this image. If you aren't familiar with the official Pak, it is very easy to see the image and think it's the official thing. Make sure you either purchase one on Ebay where you can see the pictures of the actual item you're purchasing. Or read the Amazon Seller's item description very carefully before buying to make sure they explicitly claim you are buying the official Nintendo brand Pak.

I post this only because this page is misleading, making you think you are purchasing the official Nintendo Expansion Pak, which you are not."
1586,2,"A huge selection of cars is only awesome when the selection does not include 10 variations of the same car. I am not speaking yearly entries either. Their huge lineup of vehicles is greatly supplemented by multiple entries of the exact same car with different configurations, things you would normally do yourself in experimenting with setups. This in itself is reason enough for disliking this game but there are even more reasons. Previous generations of this game were oftentimes delayed by many years to make improvements over previous iterations, this one does not. Sure the controls are great but everything else about the game is iffy at best. There is still no real vehicle damage models, something that was perfected back in the Dreamcast era of racing games. How can longtime fans of this series blindly ignore this? The vehicle sounds are not great given the available resources Polyphony Digital  has at it's disposal compare to even the arcadey Need for Speed games. The car visuals are not consistent. It is very visually clear which vehicle models are recycled from the last game and which ones are new. The same can be said for the tracks.  For a company that only makes one game, I would fire the entire team and hire a new team to make the next entry or shutter the studio and buy/form a new studio of people who actually give a damn. The new Forza game is lacking in car selection and track variety compared to this game but at least ALL the content is new and fresh and even more accurate. My advice to anybody considering this game: buy an Xbox 360 and the last Forza game to get your sim racing fix. That is the last example of a truly remarkable racing sim game."
1587,2,i Liked the first 2 weeks i had it but then a mouth later some of the keys stop working but the wierd thing is it still lighted up
1588,2,The other games were better in the series.
1589,2,"This game is more like Bad Company 2 than anything resembling a Battlefield game.

For me, the Battlefield series has been as much about strategy and troop movements as it was about being a shooter. Not so for Battlefield 3. They put so much crap on the screen, both digital and otherwise, that any sense of tactics is thrown out. The maps have so much smoke, debris and crap floating around that spotting enemy movements is difficult at best. Add to that all the blips that are friendlies and every checkpoint on the map and your screen becomes a mess of useless information.

Further, most maps are about the same size as those in Bad Company 2. I've only managed to get on fairly large-sized maps a few times and even then there were only a couple of tanks on either side. Were you expecting pitched tank battles like you'd find in Battlefield 1942 or 2142? You won't find it here.

The bottom line for me is that they went after the Medal of Honor and Call of Duty audience (realism) instead of catering to the audience they had already established (tactical)."
1590,2,"I've been playing Triple Play Baseball since the 1998 edition.  Each year as baseball season rolls around, I've been duped (yes, duped) into buying the latest edition of Triple Play baseball.
Never again.
Now, let me say this: if you're not a true, diehard fan of the national pastime, if you don't get goosebumps at the conclusion of the of the Star Spangled Banner, if the thought of a dog and a beer and the pastoral pleasures of a 2-1 pitchers' duel don't appeal to you, then this game may be for you.
In short, if you're looking for a baseball game with all the trimmings of an arcade game on steroids, then you will enjoy this game.  On the other hand, if you're looking for a true baseball sim, then you'll want to stay away from this game.
There are no injuries.  There are very few extra base hits.  The pitcher/batter interface is simply remedial.  (You know *exactly* where the ball is going to be pitched before it's thrown; all you have to do is make sure your cursor is lined up right and gauge the speed.)  You don't have to warm up the relief pitchers.  It's impossible to strike out the CPU.  (To the other extreme, on All Star Baseball, I had 14 K's with Greg Maddux, who is NOT a strikeout pitcher.)  There are no walks.
In addition, there is no franchise mode.  Will we EVER see a game that combines great graphics, actual baseball simulation, great gameplay AND a franchise mode?
On the positive side, the graphics are terrific, and the controls are better than those on All Star Baseball.
Simply put, all that's missing is the keg.  Afterall playing this game is no better than playing in an industrial league softball tournament.
If you're a casual baseball fan, this game's for you.  However, if you're a baseball purist, this game is not for you.  Unfortunately, there's not a single baseball game currently out for the PS2 that's worth the $50.
We have to wait until 2002..."
1591,2,"Even if I was a great fan of the original&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Diablo/dp/B0007YBJ1S/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Diablo</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/D2/dp/B0002BQN7Q/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">D2</a>, I was late in deciding to take D3 on. It was a combination of factors, from the bad reviews the game kept getting, to the constant servers errors I kept hearing about and to me being too busy to take up such a time-eater. However, I came across it at a great discount and, on an impulse, decided to give it a try. Three weeks of (casual) gameplay later this is what I think.

DIABOLICALLY GORGEOUS
The game is beautiful to look at and a visual pleasure to play in. The environments are meticulously rendered and yet they loose none of their details when zoomed in or acted upon. Blowing up tree trunks or exploding bodies of enemies is both fun and physically accurate. Sure, some heads or pieces of wood can be seen to spin for too long, but that is part of the game's appeal, right? You are become Death, the destroyer of Worlds!

YOUR CHORD SOUNDS FAMILIAR
The sounds are better than the music but they are both quite well made. What I found strange was that, at least once, throughout Act I, the background music clearly reminded me of the main theme from&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Baldur-s-Gate/dp/B002TOKQH2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Baldur's Gate</a>. Let's chalk this one off as ...tribute.

GRINDING BUILDS CHARACTER.
The bad news is that it builds exactly the same kind of character for everyone. There are no choices when leveling up. Everything eventually gets unlocked for you and you only get to choose what 4 skills to use and which runes to combine with each one. Your strength, dexterity, intelligence and vitality get automatically increased, depending on your class. No more making a tank out of a ranger I am afraid. And this is where the game looses its first star.
The fact that you get to have a sidekick that does practically little more than keep the mobs occupied until you dispense of them, does not help either.

CULTURAL PHOBIAS DO NOT A GOOD STORY MAKE
Yes, the story plot is infantile, disrespectful to the original games (I will refrain from spoiling it) and it offers very little help in immersing into the game world. It is unfortunate because, BLIZZARD has proved in the past that they can produce games with a very good back-story, such as&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Starcraft-II/dp/B000RE216U/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Starcraft II</a>.
However, this a game franchise that is heavily invested on the Judeo-Christian culture of the Devil. Just read the name on the box! So, taking away demonic pentagrams and most religious symbols (some crosses can still be found) fools no one. Because once you go down that road and then decide to backup, you should make sure not to step on yourself and trip. As in: if a golden-eyed Fallen Angel (Hello!) is helping you fight Diablo, are you sure who is the Devil and who is not?

LOOT. LOOT NEVER CHANGES.
Well designed and clearly labeled items make all the difference in the world. I would love for&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Borderlands-2/dp/B0085R05LY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Borderlands 2</a>&nbsp;items to have such a clear Damager-Per-Second (DPS) number to make comparisons easier. Pair this with an inventory that is big enough and free of the need to play item-Tetris in (all items take up either one or two vertical squares) and you have yourself almost loot haven. Almost because you still get too many unusable items, mostly because of class restrictions.
You can stash such items in your common stash to share with your other heroes (on the same BattleNet account) but make sure to find the necessary...700,000 gold to pay for all the extra stash space. Hint: use the Auction House while you still can.
The only thing I found missing is the ability to add sockets to magical items and enchant regular ones.

THE AUCTION HOUSE: BRILLIANT! (WHEN IT WORKS)
I am going to go against the current here but here it is: I found the Auction House a brilliant idea. Well designed and decently executed. I am going to be sad to see it go on March, as announced. I can only hope they change their mind before then.
In all honesty, I am currently a Demon Hunter at Nightmare difficulty. And I have heard the complaints that it is impossible to finish Inferno without Real-Money Auction House (which is clearly not how it is supposed to work) but up to Nightmare, using the Auction House is the only way to get enough money to be able to do the enhancements you want, craft or buy the items you covet and unlock the precious extra stash space you need.

CHAINS IN NEED OF BREAKING
I withheld the second star because of the always-online requirement. Because it is indeed a hassle and a hindrance (just try pausing in town for longer than half and hour and see what happens). Yes, the game does offer some gameplay features (namely, the Auction-House) to compensate for the inconvenience but they all give way to anger and frustration whenever BlLIZZARD's servers go down  and you are unable to play a Single-player game for days at a time(!). Take away the Auction-House, however, and the always-online requirement becomes a severe and now unjustified hindrance!

THE ORIGINAL SIN
No, D3 looses its third and final star for being both short and boring at times. There, I said it. Yes, it is a well balanced eye-candie, with tons of loot, problematic character development yet the gameplay feels like at chore at times and it is over before you know it. I even found Act I (the one offered for free as a demo) to be better designed and longer than the rest.

It is like that old Woody Allen joke: two old ladies are complaining about their retirement home catering. ""The food was awful, barely edible"", ""I know"", her friend replied, ""and such small portions!""."
1592,2,"Update: After using it for about a week, I have developed very bad headache. Either my head is too big or the headset is just too small. I try to set the headset to the largest setting and is still too small for me. I guess people may like it if they have a normal size head.

Original: I was expecting some awesome sound but it is nowhere close to it. My expectation was sure unrealistic. Perhaps the speakers and the sound card I have are pretty good already. Anyway, I was able to hear sounds I didn't notice before in game and it was awesome. The bass is a bit lacking but I guess bass can be distracting in games. My head is no way too big and this headset barely fit it. I wish it is a bit bigger. It is not as comfortable as I thought and a bit heavier than I like.
For the price (less than $100), the quality is pretty good. I think I can get another pair for my spouse."
1593,2,"These are ok for light use but I am not a light use player. I bought these for my Cinch controller and after about a week of use I noticed they started to tear from rubbing on the controller. The analog sticks have enough movement, and these stick out far enough, that they will actually rub against the face of the controller. I ended up removing them and am still looking for something better.

Shipping was great! On time fast delivery. The product is not so good."
1594,2,"This game was kind of boring throughout the story. It was never exciting or drew me into the game, more of a start and finish type game."
1595,2,Buy a sony product at your own cation.  I have gone through two controllers within a one yuear time span.  These controllers die out very easily.
1596,2,"I really should have listened to the negative reviewers. This game sucked. The story was way past kewl and I kept wanting to know what happened next and stuff. However, I didn't want to actually play the game to get there. I wasn't having any fun. The gameplay was just atrocious. I was forced to control characters I didn't like and watch as the computer (poorly) controlled the ones I did like. In fact my control was laudable. There was an ""autofight"" button that I had to rely on in order to maximize my battle score. Yes each battle is scored, meaning that the less time it takes to win, the better your rewards may be. Thus using the autofight button is almost required. It just took all the fun out of it. BTW, forget how much I disliked the gameplay, how is this a greatest hits in 2011 when it was released in spring of 2010? Why isn't prototype a greatest hit or mass effect 1? Well that was a waste of $20. I guess I'll just head back to ME2 and DA2."
1597,2,"Our 8 year old son played it for about 30 min. and asked me to come turn it off.  Very repetitive, just a lot of walking around collecting bones from what I saw...but for ten bucks (got it on sale), it's okay.  The characters don't really look like the one's in the real cartoon but the voices sound like the cartoon/movie.  Maybe we will like it more after playing it again..."
1598,2,"With an interesrsting storyline that will give you a chance to play as predator and restore your honor, 100 years in the future, the game is rather original for a predator on screen creation, but not without its so many flaws.

First, this game is NOT a free roaming game. And if it is, then forget grand theft auto, or Spiderman 2's deffinition of ""free roaming"" and think more like a small level that WILL actually let you go anywhere you can jump, or crawl to. Other than that, you can't go just ANYWHERE... And not only that, to make matters worse, you can't just kill anyone. Now let's think predator, that's pretty close to the real thing. But as far as sneakiness and staulking your pray is concerned, you just have to stay invisible, you don't have to watch your prey for very long before you can lock and flay, dismember, grab, punture, slam, burn, knock out, or even just completly destroy your victim into a heap of trembling flesh. With that said, this is a very violent game, more so than grandtheft auto in some respects.

I'll hand it to the creater's that they held true to predator style looking cut scenes, and did a great job at the first person vision viewers. But I take one star away just simply because, the graphics are beautiful... for a 1998 game! the graphics are horrible! Predator looks beautifully like predator, everything else looks like... an early playstation 1 game's graphics. The graphics are... horrible for a 2005 playstation2 game. The cut scenes are wonderful, but you have to get unshocked to really see it, since you notice your victims barly look like people sometimes.

The sounds aren't too much to hear either. There's more quiet than any actual car noise, or just city noise. And the score is on a ten second playback, it's almost like they pooled al their rescources into just making the story and left the quality of game play in the dust. The controls are easily mastered and most levels that don't involve you killing your prey are pretty challenging. And for the most part, the last 10 levels [of this 30 something level game], are very challenging indeed... on hard.

I'll hand it to the game, it is fun to play, once you realize there are new weapons, costumes and a host of other goodies hidden... mind you, HIDDEN, within each level, one finds himself going back just to find the goodies. The storyline is really good and played out, enough so that the mini clips could probably amount to a ten minute mini-movie; but don't worry, you get plenty of game play.
I'll take another star off for not letting predator swim... or for that matter, for just falling through the water as if it were an abyss [they do this for half of the barriers in this game], and with the exception of one level [the warf], you don't really have to apply yourself in the art of staulking [and in the movies, that's 2/3s of what predator does!], once you engage the enemy, he usually knows where you're at no matter what. Bosses can see through your cloak, which makes it more challenging, but takes away the feeling of predator... Since even Good old Arnold had trouble seeing him in the movie.

With all of that said, who needs combos? ... I do.
I like to keep games interesting with mixed attacks and creative killing capabilities... you can see all the combos and killing methods within 29 seconds flat. Then you have to resort to using tools [plasma mines, spears, shoulder mounted plasma gun, and so on]. But I will thank them for giving us three weapon choices [telescope stick, and the maul to name two]. But other than that killing your prey is very, very, very, very... repedative and mundane. So much so, ill take another star off for the sheer repedativness of attacks and kills. Once you've seen all the attacks twice... You rarly go looking for enemies to kill, and just try to finish the level. That's how boring the moves are.

Laslty, there is a level where you get to go up against your arche nemesis, ALIEN! And I wasn't thoroughly disapointed in that, in fact that was one of the more interesting levels, though if only it was a little bigger with more to do.

In the end if you just want a game you'll be entertained with for a few days, this is a good rent [39.99 is a bit too much to ask in the long run]. it will save you the embarassment of buying it and totally wishing you hadnt.
Don't get me wrong, I give it two stars just because it was so much fun to play. For it's funness alone I give it two stars, and with such a great story to follow, it really was that much more fun. But I am very disapointed in that it's not free roaming, the graphics are horrible, and once you've gotten all the little goodies hiding in all the levels [and you must finish the game to do so], there is ABSOLUTLY no reason... ABSOLUTLY NO REASON,
to play the game again [even on a more difficulty level it just isn't worth it].

This game is ruined by repedativeness, and riddled with unrelentingly bad graphics that made me laugh at the opening words [2005 trade mark] the second time i turned the game on. Very fun the first time around [first few levels], 0 replay value [unless you wait for 4 months to play it again, like i did[Midway through the game] Then at least you make it a little fun].

On a fun scale, this game is a 4, because you actually get t play as predator and he looks way better than spidy did in spiderman2 [the game]. You get to kill as him, and for the first 30 seconds of being him/it/she [whatever it is] i add two stars for that alone. Throughout the game [the begining] when things are simple and fairly realistic [and your enemies CANNOT see through the cloak] this game is very very very fun [hence two more stars]... when you get creative and come in at different angles, use your secondary weapons, grab your victims and make a sport of throwing them off rooftops [or kicking], and of course... just ripping them apart in a methodical rage. This game is so much fun in the first five minutes... But it's worth four stars for just those five minutes. The rest is... one star minus five.

Don't buy this game, rent it, you won't be as disapointed."
1599,2,"I have to admit, when I started the game, it looked really awesome. I kept playing it. I got to the third level and just realized it was not a good game. It is hard and the music is horrible. I would recommend Tony Hawk's Pro Skater 3 over this any day. I don't think you should get this game. Save your money. The levels are dumb, the graphics are ok, the music and sound is horrible, and the story line is lame. It is just like any other sports game, where you have objectives. The objectives are really dumb. The board doesn't go as high as you would think. It is like a few inches from the ground. I thought I would be able to fly with the character. Doesn't turn out that way. The mobility is not too good. The game seems a bit old, too. I just don't want anyone to be dissappointed the way I am."
1600,2,I don't like this game
1601,2,"The grips get in the way
Not really useful"
1602,2,"I had the oppurtunity to have my way with the Sims 2 with PS2 somewhat recently... it was an experience i would like to remember as good, but i cant, because it wasnt, it was a very lame experience. There are SOME highlights to the games (such as a new innovative way to control your sims using the controller and better graphics) but I had a very negative experience playing this..

- When in 2 player mode, if someone decided to, i don't know, talk to me while im in the middle of something my person would drop everything without my consent and talk to them... whats worse is i had NO control how long i would be in talking modes and the other person COMPLETELY controlled everything that happened, this was unfortunate because i would like to have been involved.

- Beginning the game you start out with 2 people, and if you don't like that, you have to generate someone until they look CLOSE to the way you want your sim to look. I am a very picky sims-maker, and the customization in this game was WORSE than previous ps2 titled. (for example: bustin' out was LEAPS ahead of this one in its SIM creation beginning) I literally sat there for 10 minutes regenerating my sims till they looked ""ok""... and the customization options were very slim pickings.

I was very excited to play this game, am a huge SIMS fan, have all of them nearly, but this was certainly a let down and i feel EA should repay me... for 1: the game, and 2: my time...

I DO NOT suggest this game, and I feel EA should recall them and REDO this game because it is such bull compared to all the others for pc and gaming consoles."
1603,2,Sucks. Hadn't had it more than a few weeks when buttons stopped working.
1604,2,"Bought this to play with my 6 year old son, result was play control is not the best and as reviewed by a kid = boring.  Single player mode is better but that is not the way we are playing it.  6 & 7 year old playing together also came to the same conclusion and the game is now collecting dust after only a day or two.  Thus a dud from a two player perspective."
1605,2,it fake
